DrinkName,ModifiedDate,DrinkID,Alcoholic,Category,ImageUrlPath,Glass,IBA,Instruction,Ingredients,Measures
Gluehwein,2016-07-18 21:56:58,12944,Optional alcohol,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/vuxwvt1468875418.jpg,Irish coffee cup,,"Boil sugar and spices in water, leave in the water for 30 minutes. Strain the spiced water and mix with the wine. Heat slowly until short of boiling temperature. (To remove alcohol, let it boil for a while.) You may add lemon or orange juice to taste. Serve in irish coffee cup.","[['Red wine', 1], ['Water', 2], ['Sugar', 3], ['Cinnamon', 4], ['Cloves', 5], ['Lemon peel', 6]]","[['1 L ', 1], ['125 ml ', 2], ['60 gr ', 3], ['1 ', 4], ['3 ', 5], ['1 tblsp ', 6]]"
Godchild,2017-09-07 22:47:09,11422,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/m5nhtr1504820829.jpg,Champagne flute,,"Shake all ingredients well with cracked ice, strain into a champagne flute, and serve.","[['Vodka', 1], ['Amaretto', 2], ['Heavy cream', 3]]","[['1 oz ', 1], ['1 oz ', 2], ['1 oz ', 3]]"
Godfather,2017-09-02 17:15:28,11423,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/r74uz51504368928.jpg,Old-fashioned glass,Contemporary Classics,Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.,"[['Scotch', 1], ['Amaretto', 2]]","[['1 1/2 oz ', 1], ['3/4 oz ', 2]]"
Godmother,2017-09-02 17:16:24,11424,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/4889up1504368984.jpg,Old-fashioned glass,,Pour vodka and amaretto into an old-fashioned glass over ice and serve.,"[['Vodka', 1], ['Amaretto', 2]]","[['1 1/2 oz ', 1], ['3/4 oz ', 2]]"
Golden dream,2017-09-02 17:23:45,17199,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qrot6j1504369425.jpg,Cocktail glass,Contemporary Classics,Shake with cracked ice. Strain into glass and serve.,"[['Galliano', 1], ['Triple Sec', 2], ['orange juice', 3], ['Cream', 4]]","[['2 parts', 1], ['2 parts', 2], ['2 parts', 3], ['1 part', 4]]"
Grand Blue,2016-09-01 21:29:09,15427,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vsrsqu1472761749.jpg,Old-fashioned glass,,Serve in an old fashioned glass.,"[['Malibu rum', 1], ['Peach schnapps', 2], ['Blue Curacao', 3], ['Sweet and sour', 4]]","[['1 1/2 cl ', 1], ['1 1/2 cl ', 2], ['1 1/2 cl ', 3], ['3 cl ', 4]]"
Grape lemon pineapple Smoothie,2017-02-20 15:13:03,12712,Non Alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/54z5h71487603583.jpg,Highball glass,,Throw everything into a blender and liquify.,"[['Grapes', 1], ['Lemon', 2], ['Pineapple', 3]]","[['1 cup ', 1], ['1/4 ', 2], ['1/2 ', 3]]"
Grass Skirt,2016-09-14 23:19:46,11433,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qyvprp1473891585.jpg,Old-fashioned glass,,"In a shaker half-filled with ice cubes, combine the gin, triple sec, pineapple juice, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the pineapple slice.","[['Gin', 1], ['Triple sec', 2], ['Pineapple juice', 3], ['Grenadine', 4], ['Pineapple', 5]]","[['1 1/2 oz ', 1], ['1 oz ', 2], ['1 oz ', 3], ['1/2 tsp ', 4], ['1 ', 5]]"
Grasshopper,2017-09-02 17:26:53,17200,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/aqm9el1504369613.jpg,Cocktail glass,Contemporary Classics,Pour ingredients into a cocktail shaker with ice. Shake briskly and then strain into a chilled cocktail glass.,"[['Green Creme de Menthe', 1], ['Creme de Cacao', 2], ['Light cream', 3]]","[['3/4 oz ', 1], ['3/4 oz white ', 2], ['3/4 oz ', 3]]"
Green Goblin,2016-02-03 14:58:40,13497,Alcoholic,Beer,http://www.thecocktaildb.com/images/media/drink/qxprxr1454511520.jpg,Pint glass,,"Cider First, Lager then Curacao","[['Cider', 1], ['Lager', 2], ['Blue Curacao', 3]]","[['1/2 pint hard ', 1], ['1/2 pint ', 2], ['1 shot ', 3]]"
Grim Reaper,2017-09-08 16:06:32,14642,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/kztu161504883192.jpg,Old-fashioned glass,,Mix Kahlua and 151 in glass. Quickly add ice and pour grenadine over ice to give ice red tint.,"[['Kahlua', 1], ['151 proof rum', 2], ['Grenadine', 3]]","[['1 oz ', 1], ['1 oz Bacardi ', 2], ['1 dash ', 3]]"
Grizzly Bear,2017-02-20 14:55:50,12762,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/k6v97f1487602550.jpg,Collins Glass,,"Served over ice. Sounds nasty, but tastes great.","[['Amaretto', 1], ['Jägermeister', 2], ['Kahlua', 3], ['Milk', 4]]","[['1 part ', 1], ['1 part ', 2], ['1 part ', 3], ['2 1/2 parts ', 4]]"
H.D.,2016-08-31 19:26:18,16262,Alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/upusyu1472667977.jpg,Beer mug,,Mix the whisky and Baileys Cream in a beer-glass (at least 50 cl). Fill the rest of the glass with coffee.,"[['Whisky', 1], [""Bailey's irish cream"", 2], ['Coffee', 3]]","[['4 cl ', 1], ['8 cl ', 2]]"
Happy Skipper,2017-02-20 14:54:09,12766,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/42w2g41487602448.jpg,Highball glass,,"Pour Captain Morgan's Spiced Rum over ice, fill glass to top with Ginger Ale. Garnish with lime. Tastes like a cream soda. Named for the Gilligan's Island reference (""The Captain"" *in* ""Ginger"" is a Happy Skipper!)","[['Spiced rum', 1], ['Ginger ale', 2], ['Lime', 3], ['Ice', 4]]","[['1 1/2 cl ', 1]]"
Harvey Wallbanger,2017-09-02 17:28:45,11462,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vg4bva1504369725.jpg,Collins glass,Contemporary Classics,"Stir the vodka and orange juice with ice in the glass, then float the Galliano on top. Garnish and serve.","[['Vodka', 1], ['Galliano', 2], ['Orange juice', 3]]","[['1 oz ', 1], ['1/2 oz ', 2], ['4 oz ', 3]]"
Havana Cocktail,2017-09-08 16:01:40,11470,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/59splc1504882899.jpg,Cocktail glass,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.","[['Light rum', 1], ['Pineapple juice', 2], ['Lemon juice', 3]]","[['1 oz ', 1], ['1 oz ', 2], ['1 tsp ', 3]]"
Hawaiian Cocktail,2017-09-08 16:03:07,11472,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ujoh9x1504882987.jpg,Cocktail glass,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.","[['Gin', 1], ['Triple sec', 2], ['Pineapple juice', 3]]","[['2 oz ', 1], ['1/2 oz ', 2], ['1 tblsp ', 3]]"
Hemingway Special,2017-09-02 17:31:28,17201,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/jfcvps1504369888.jpg,Cocktail glass,Contemporary Classics,Pour all ingredients into a shaker with ice. Shake.,"[['Rum', 1], ['Grapefruit Juice', 2], ['Maraschino Liqueur', 3], ['Lime Juice', 4]]","[['12 parts', 1], ['8 parts', 2], ['3 parts', 3], ['3 parts', 4]]"
Herbal flame,2015-09-03 03:09:44,15813,Alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/rrstxv1441246184.jpg,Mason jar,,"Pour Hot Damn 100 in bottom of a jar or regular glass. Fill the rest of the glass with sweet tea. Stir with spoon, straw, or better yet a cinnamon stick and leave it in.","[['Hot Damn', 1], ['Tea', 2]]","[['5 shots ', 1], ['very sweet ', 2]]"
Highland Fling Cocktail,2017-04-23 20:25:53,11476,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/0bkwca1492975553.jpg,Cocktail glass,,Stir all ingredients (except olive) with ice and strain into a cocktail glass. Add the olive and serve.,"[['Scotch', 1], ['Sweet Vermouth', 2], ['Orange bitters', 3], ['Olive', 4]]","[['1 1/2 oz ', 1], ['3/4 oz ', 2], ['2 dashes ', 3], ['1 ', 4]]"
Holloween Punch,2017-09-08 17:42:05,12954,Non Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/lfeoe41504888925.jpg,Punch bowl,,"Take a bunch of grape juice and a bunch of fizzy stuff (club soda, ginger ale, lemonlime, whatever). Mix them in a punch bowl. Take orange sherbet and lime sherbet. Scoop out scoops and float them in the punch, let them melt a little so that a nasty film spreads all over the top of the punch but there are still ""bubbles"" in it in the form of sherbet scoops. Looks horrible, tastes just fine.","[['Grape juice', 1], ['Carbonated soft drink', 2], ['Sherbet', 3], ['Sherbet', 4]]","[[', orange\n', 2]]"
Homemade Kahlua,2015-09-03 05:20:25,17044,Alcoholic,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/uwtsst1441254025.jpg,Collins Glass,,"Dissolve sugar in 2 cups of boiling water and add corn syrup. Dissolve the instant coffee in the remaining water. Pour syrup and coffee in a gallon jug. Let it cool. Add vodka and vanilla when cold. For the best result, let the mixture ""mature"" for 4-5 weeks.","[['Sugar', 1], ['Corn syrup', 2], ['Coffee', 3], ['Vanilla extract', 4], ['Water', 5], ['Vodka', 6]]","[['2 1/2 cups ', 1], ['1 cup ', 2], ['1 1/2 oz instant ', 3], ['2 oz ', 4], ['3 cups boiling ', 5], ['1 fifth ', 6]]"
Horse's Neck,2017-09-02 17:34:52,17202,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/006k4e1504370092.jpg,Highball glass,Contemporary Classics,"Pour brandy and ginger ale directly into highball glass with ice cubes. Stir gently. Garnish with lemon zest. If desired, add dashes of Angostura Bitter.","[['Lemon peel', 1], ['Brandy', 2], ['Ginger ale', 3], ['Bitters', 4]]","[['1 long strip ', 1], ['2 oz ', 2], ['5 oz ', 3], ['2 dashes ', 4]]"
Hot Chocolate to Die for,2017-02-20 15:06:06,12738,Non Alcoholic,Cocoa,http://www.thecocktaildb.com/images/media/drink/0lrmjp1487603166.jpg,Coffee mug,,"Melt the chocolate, butter and vanilla in a double boiler. When just smooth stir in the cream.","[['Chocolate', 1], ['Butter', 2], ['Vanilla extract', 3], ['Half-and-half', 4], ['Marshmallows', 5]]","[['12 oz fine ', 1], ['1 tsp ', 2], ['1/2 tsp ', 3], ['1 cup ', 4], ['mini ', 5]]"
Hot Creamy Bush,2016-08-31 19:27:17,14782,Alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/spvrtp1472668037.jpg,Irish coffee cup,,Combine all ingredients in glass,"[['Irish whiskey', 1], [""Bailey's irish cream"", 2], ['Coffee', 3]]","[['1 shot ', 1], ['3/4 shot ', 2], ['6 oz hot ', 3]]"
Ice Pick #1,2016-07-21 10:02:06,13539,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ypsrqp1469091726.jpg,Collins Glass,,Put Vodka in glass fill with iced tea. Stir in lemon to taste.,"[['Vodka', 1], ['Iced tea', 2], ['Lemon juice', 3]]","[['1 1/2 oz ', 1], ['6 oz ', 2], [' to taste\n', 3]]"
Iced Coffee,2016-02-03 15:37:35,12770,Non Alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/ytprxy1454513855.jpg,Coffee mug,,Mix together until coffee and sugar is dissolved. Add milk. Shake well. Using a blender or milk shake maker produces a very foamy drink. Serve in coffee mug.,"[['Coffee', 1], ['Sugar', 2], ['Water', 3], ['Milk', 4]]","[['1/4 cup instant ', 1], ['1/4 cup ', 2], ['1/4 cup hot ', 3], ['4 cups cold ', 4]]"
Iced Coffee Fillip,2016-02-03 15:43:43,12772,Alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/sxtxrp1454514223.jpg,Coffee mug,,Mix together in a coffee mug and chill before serving.,"[['Kahlua', 1], ['Coffee', 2]]","[['2 tsp ', 1], ['Strong cold ', 2]]"
Imperial Cocktail,2017-02-20 15:13:45,12706,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/bcsj2e1487603625.jpg,Cocktail glass,,Shake with ice and strain into cocktail glass.,"[['Lime juice', 1], ['Gin', 2], ['Aperol', 3]]","[['4 cl ', 1], ['2 cl ', 2], ['4 cl ', 3]]"
Imperial Fizz,2017-09-08 16:29:08,11524,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/zj1usl1504884548.jpg,Highball glass,,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.","[['Light rum', 1], ['Blended whiskey', 2], ['Lemon', 3], ['Powdered sugar', 4], ['Carbonated water', 5]]","[['1/2 oz ', 1], ['1 1/2 oz ', 2], ['Juice of 1/2 ', 3], ['1 tsp ', 4]]"
Ipamena,2016-07-21 09:49:52,17176,Non Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/yswuwp1469090992.jpg,Wine Glass,,"Cut half a lime into pieces, place in a shaker, add the sugar and crush. Measure the passion fruit juice, add it to the shaker and fill up with ice cubes. Close the shaker and shake vigorously. Pour the liquid into a glass, top up with ginger ale, stir with a teaspoon and then garnish the rim of the glass with a slice of lime","[['Lime', 1], ['Brown sugar', 2], ['Passion fruit juice', 3], ['Ginger ale', 4], ['Ice', 5]]","[['½', 1], ['2 tsp', 2], ['4 cl', 3], ['top up with', 4], ['fill', 5]]"
Irish Coffee,2015-08-18 15:09:59,13971,Alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/sywsqw1439906999.jpg,Irish coffee cup,Contemporary Classics,"Heat the coffee, whiskey and sugar; do not boil. Pour into glass and top with cream; serve hot.","[['Irish whiskey', 1], ['Coffee', 2], ['Sugar', 3], ['Whipped cream', 4]]","[['1 1/2 oz ', 1], ['8 oz ', 2], ['1 tsp ', 3], ['1 tblsp ', 4]]"
Irish Cream,2017-09-08 16:31:39,12820,Alcoholic,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/90etyl1504884699.jpg,Irish coffee cup,,Mix scotch and milk. Add half-and-half. Add rest.,"[['Scotch', 1], ['Half-and-half', 2], ['Condensed milk', 3], ['Coconut syrup', 4], ['Chocolate syrup', 5]]","[['1 cup ', 1], ['1 1/4 cup ', 2], ['1 can sweetened ', 3], ['3 drops ', 4], ['1 tblsp ', 5]]"
Irish Curdling Cow,2017-08-24 09:35:30,16987,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/yrhutv1503563730.jpg,Highball glass,,"Pour Irish Cream, Vodka, and Bourbon in a glass. Add some ice and mix in the orange juice.","[[""Bailey's irish cream"", 1], ['Bourbon', 2], ['Vodka', 3], ['Orange juice', 4]]","[['3/4 oz ', 1], ['3/4 oz ', 2], ['3/4 oz ', 3], ['2-3 oz ', 4]]"
Irish Russian,2016-02-03 15:18:50,17015,Alcoholic,Beer,http://www.thecocktaildb.com/images/media/drink/swqurw1454512730.jpg,Highball glass,,Add the ingredients in the order listed in the recipe. Care must be taken when adding the Guinness to prevent an excess of foam. Do Not add ice.,"[['Vodka', 1], ['Kahlua', 2], ['Coca-Cola', 3], ['Guinness stout', 4]]","[['1 shot ', 1], ['1 shot ', 2], ['1 dash ', 3], ['Fill with ', 4]]"
Irish Spring,2017-09-08 16:33:03,11528,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/sot8v41504884783.jpg,Collins glass,,"Pour all ingredients (except orange slice and cherry) into a collins glass over ice cubes. Garnish with the slice of orange, add the cherry on top, and serve.","[['Irish whiskey', 1], ['Peach brandy', 2], ['Orange juice', 3], ['Sweet and sour', 4], ['Orange', 5], ['Cherry', 6]]","[['1 oz ', 1], ['1/2 oz ', 2], ['1 oz ', 3], ['1 oz ', 4], ['1 slice ', 5], ['1 ', 6]]"
Jack Rose Cocktail,2015-08-18 15:11:08,11542,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/uuqqrv1439907068.jpg,Cocktail glass,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.","[['Apple brandy', 1], ['Grenadine', 2], ['Lime', 3]]","[['1 1/2 oz ', 1], ['1 tsp ', 2], ['Juice of 1/2 ', 3]]"
Jack's Vanilla Coke,2017-09-07 15:08:39,16275,Alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/kjnt7z1504793319.jpg,Old-fashioned glass,,"After pouring in your ingredients, and adding 3-5 ice cubes, according to taste. Stir the drink with a stirrer to get the Vanilla off the bottom.","[['Ice', 1], ['Tennessee whiskey', 2], ['Vanilla extract', 3], ['Coca-Cola', 4]]","[['4-5 ', 1], ['2 oz ', 2], ['1 tsp ', 3], ['10-12 oz ', 4]]"
Jackhammer,2017-09-02 22:48:16,13847,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/9von5j1504388896.jpg,Collins Glass,,"Serve over ice- Warning,Deadly!","[['Jack Daniels', 1], ['Amaretto', 2]]","[['1 oz ', 1], ['1 oz ', 2]]"
Jam Donut,2016-09-16 16:30:04,17178,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/uuytrp1474039804.jpg,Shot glass,,"Coat the rim of a shot glass with sugar using sugar syrup to stick. Add the Chambord raspberry liqueur to the shot glass, and carefully layer the Baileys Irish Cream on top. Serve.","[['Baileys irish cream', 1], ['Chambord raspberry liqueur', 2], ['Sugar syrup', 3], ['Sugar', 4]]","[['2/3 oz', 1], ['1/3 oz', 2], ['1 tsp', 3], ['2 pinches', 4]]"
Jamaica Kiss,2015-09-03 04:05:49,14095,Alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/urpvvv1441249549.jpg,Hurricane glass,,Fill a tumbler with ice cubes. Add a shot of Tia Maria and a shot of Jamaican light rum. Fill the tumbler with milk. Blend until smooth and serve immediately.,"[['Coffee liqueur', 1], ['Light rum', 2], ['Ice', 3], ['Milk', 4]]","[['1 shot ', 1], ['1 shot Jamaican ', 2], [' cubes\n', 3]]"
Jamaican Coffee,2015-09-03 03:27:37,15825,Alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/xqptps1441247257.jpg,Champagne flute,,"Stir the rum, coffee and water together. Top with the whipped cream. Sprinkle with a pinch of well ground coffee and drink with a straw.","[['Rum', 1], ['Coffee', 2], ['Water', 3], ['Whipped cream', 4]]","[['1/6 glass ', 1], ['1/6 glass strong black ', 2], ['1/2 glass cold ', 3]]"
Japanese Fizz,2017-09-08 16:33:51,11558,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/37vzv11504884831.jpg,Highball glass,,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.","[['Blended whiskey', 1], ['Lemon', 2], ['Powdered sugar', 3], ['Port', 4], ['Egg white', 5], ['Carbonated water', 6]]","[['1 1/2 oz ', 1], ['Juice of 1/2 ', 2], ['1 tsp ', 3], ['1 tblsp ', 4], ['1 ', 5]]"
Jello shots,2017-09-08 16:35:04,14956,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/l0smzo1504884904.jpg,Shot glass,,"Boil 3 cups of water then add jello. Mix jello and water until jello is completely disolved. Add the two cups of vodka and mix together. Pour mixture into plastic shot glasses and chill until firm. Then, eat away...","[['Vodka', 1], ['Jello', 2], ['Water', 3]]","[['2 cups ', 1], ['3 packages ', 2], ['3 cups ', 3]]"
Jelly Bean,2017-09-02 22:46:37,13775,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/bglc6y1504388797.jpg,Cordial glass,,mix equal parts in pony glass-tastes just like a jelly bean!,"[['Blackberry brandy', 1], ['Anis', 2]]","[['1 oz ', 1], ['1 oz ', 2]]"
Jewel Of The Nile,2017-09-08 16:35:48,11566,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/hx4nrb1504884947.jpg,Cocktail glass,,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.","[['Gin', 1], ['Green Chartreuse', 2], ['Yellow Chartreuse', 3]]","[['1 1/2 oz ', 1], ['1/2 oz ', 2], ['1/2 oz ', 3]]"
Jitterbug,2015-09-03 02:55:18,16178,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/wwqvrq1441245318.jpg,Cocktail Glass,,"Wet glass, dip rim in sugar. Then add Ice. Then add everything else. It's that simple!","[['Gin', 1], ['Vodka', 2], ['Grenadine', 3], ['Lime juice', 4], ['Sugar', 5], ['Sugar syrup', 6], ['Soda water', 7]]","[['2 jiggers ', 1], ['1 jigger ', 2], ['3 dashes ', 3], ['1 shot ', 4], ['Around rim put 1 pinch ', 5], ['3 dashes ', 6], ['Fill to top with ', 7]]"
John Collins,2017-09-02 12:04:31,11580,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/u5yaxl1504350270.jpg,Collins glass,,Pour all ingredients directly into highball glass filled with ice. Stir gently. Garnish. Add a dash of Angostura bitters.,"[['Bourbon', 1], ['Lemon juice', 2], ['Sugar', 3], ['Club soda', 4], ['Maraschino cherry', 5], ['Orange', 6]]","[['2 oz ', 1], ['1 oz ', 2], ['1 tsp superfine ', 3], ['3 oz ', 4], ['1 ', 5], ['1 ', 6]]"
Just a Moonmint,2017-02-20 15:20:36,12688,Non Alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/znald61487604035.jpg,Highball Glass,,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.","[['Milk', 1], ['Chocolate syrup', 2], ['Mint syrup', 3]]","[['2 cups ', 1]]"
Kamikaze,2017-09-02 18:26:44,11600,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xa58bb1504373204.jpg,Cocktail glass,New Era Drinks,"Shake all ingredients together with ice. Strain into glass, garnish and serve.","[['Vodka', 1], ['Triple sec', 2], ['Lime juice', 3]]","[['1 oz ', 1], ['1 oz ', 2], ['1 oz ', 3]]"
Karsk,2017-02-20 14:54:31,12764,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/808mxk1487602471.jpg,Highball glass,,"Put a copper coin in a coffe-cup and fill up with coffee until you no longer see the coin, then add alcohol until you see the coin. Norwegian speciality.","[['Coffee', 1], ['Grain alcohol', 2]]","[['1 part ', 1], ['2 parts ', 2]]"
Kentucky B And B,2016-11-10 23:23:56,11602,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/sqxsxp1478820236.jpg,Brandy snifter,,Pour the bourbon and Benedictine into a brandy snifter.,"[['Bourbon', 1], ['Benedictine', 2]]","[['2 oz ', 1], ['1/2 oz ', 2]]"
Kentucky Colonel,2016-11-10 23:25:48,11604,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/utqwpu1478820348.jpg,Cocktail glass,,In a shaker half-filled with ice cubes combine the courbon and Benedictine. Shake and strain into a cocktail glass. Garnish with the lemon twist.,"[['Bourbon', 1], ['Benedictine', 2], ['Lemon peel', 3]]","[['3 oz ', 1], ['1/2 oz ', 2], ['1 twist of ', 3]]"
Kill the cold Smoothie,2017-02-20 15:10:15,12720,Non Alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/7j1z2e1487603414.jpg,Highball glass,,Juice ginger and lemon and add it to hot water. You may add cardomom.,"[['Ginger', 1], ['Lemon', 2], ['Water', 3]]","[['1 inch ', 1], ['1/4 ', 2], ['1 cup hot ', 3]]"
Kioki Coffee,2015-09-03 03:29:34,16951,Alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/uppqty1441247374.jpg,Coffee mug,,Stir. Add whipped cream to the top.,"[['Kahlua', 1], ['Brandy', 2], ['Coffee', 3]]","[['1 oz ', 1], ['1/2 oz ', 2]]"
Kir,2017-09-02 17:38:14,17203,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/apneom1504370294.jpg,Wine Glass,,"Add the crème de cassis to the bottom of the glass, then top up with wine.","[['Creme de Cassis', 1], ['Champagne', 2]]","[['1 part ', 1], ['5 parts ', 2]]"
Kir Royale,2017-09-02 17:39:48,13837,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/yt9i7n1504370388.jpg,Champagne Flute,,"Pour Creme de cassis in glass, gently pour champagne on top","[['Creme de Cassis', 1], ['Champagne', 2]]","[['1 part ', 1], ['5 parts ', 2]]"
Kiss me Quick,2017-09-08 16:38:39,15026,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/m7iaxu1504885119.jpg,Highball glass,,mix in the glass,"[['Cranberry vodka', 1], ['Apfelkorn', 2], ['Schweppes Russchian', 3], ['Apple juice', 4], ['Ice', 5]]","[['4 cl ', 1], ['2 cl ', 2], ['7 cl ', 3], ['8 cl ', 4], [' cubes\n', 5]]"
Kiwi Lemon,2016-11-04 09:28:17,14752,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/tpupvr1478251697.jpg,Highball glass,,Mix in highball glass. Stirr. Garnish with slice of kiwi.,"[['Kiwi liqueur', 1], ['Bitter lemon', 2], ['Ice', 3]]","[['1 part ', 1], ['2 parts ', 2], [' cubes\n', 3]]"
Kiwi Papaya Smoothie,2017-02-20 15:12:51,12714,Non Alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/jogv4w1487603571.jpg,Highball Glass,,Throw everything into a blender and liquify.,"[['Kiwi', 1], ['Papaya', 2]]","[['3 ', 1], ['1/2 ', 2]]"
Kool First Aid,2017-08-24 09:53:44,17006,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/hfp6sv1503564824.jpg,Shot glass,,"Add Kool Aid to a double shot glass, and top with rum. Slam and shoot.","[['151 proof rum', 1], ['Kool-Aid', 2]]","[['2 oz light ', 1], ['1/2 tsp Tropical ', 2]]"
Kool-Aid Shot,2017-08-24 09:56:06,13190,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/fegm621503564966.jpg,Old-fashioned glass,,Pour into a large glass with ice and stir. Add a little cranberry juice to taste.,"[['Vodka', 1], ['Amaretto', 2], ['Sloe gin', 3], ['Triple sec', 4], ['Cranberry juice', 5]]","[['1 shot ', 1], ['1 shot ', 2], ['1 shot ', 3], ['1 shot ', 4]]"
Kool-Aid Slammer,2017-09-06 23:04:33,14446,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/kugu2m1504735473.jpg,Shot glass,,"Fill half the shot glass with the kool-aid first. Then put a paper towel over the top of the glass and slowly pour in the vodka. If you do it right, you should be able to see that the two liquids are separated, with the vodka on top. Now slam it! The last thing you'll taste is the kool-aid.","[['Kool-Aid', 1], ['Vodka', 2]]","[['1/2 oz Grape ', 1], ['1/2 oz ', 2]]"
Kurant Tea,2015-09-03 03:31:04,14456,Alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/xrsrpr1441247464.jpg,Champagne flute,,"Pour Absolut Kurant into a comfortably big tea-cup. Add the not too hot(!) apple tea and, if you like, some sugar. Enjoy!","[['Absolut Kurant', 1], ['Tea', 2], ['Sugar', 3]]","[['4 cl ', 1], ['Turkish apple ', 2], [' (if needed)\n', 3]]"
