DrinkName,ModifiedDate,DrinkID,Alcoholic,Category,ImageUrlPath,Glass,IBA,Instruction,Ingredients,Measures
Chocolate Milk,2017-09-08 17:49:59,13328,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/j6q35t1504889399.jpg,Shot Glass,,"Put the milk in the bottom, pour the Liquer on top and add the dash of amaretto. Do not mix. SLAM IT!","[['Chocolate liqueur', 1], ['Milk', 2], ['Amaretto', 3]]","[['1/2 shot ', 1], ['1/2 shot ', 2], ['1 dash ', 3]]"
Chocolate Monkey,2016-07-18 21:53:32,15615,Optional alcohol,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/tyvpxt1468875212.jpg,Parfait glass,,"blend liqeuors with ice-cream, milk and syrup. pour into parfait glass, top with whipped cream and garnish with banana and cherry.","[['Banana liqueur', 1], ['Creme de Cacao', 2], ['Chocolate ice-cream', 3], ['Chocolate syrup', 4], ['Chocolate milk', 5], ['Whipped cream', 6], ['Cherry', 7], ['Banana', 8]]","[['1 shot ', 1], ['2 shots ', 2], ['2 scoops ', 3], ['1 oz ', 4], ['4 oz ', 5], ['1 ', 6], ['1 ', 7], ['1 piece ', 8]]"
Citrus Coke,2016-11-18 12:46:54,17135,Alcoholic,Soft Drink / Soda,http://www.thecocktaildb.com/images/media/drink/uyrvut1479473214.jpg,Highball Glass,,Pour half of coke in a glass. Then add Bacardi and top it off with the remaining coke. Stir and drink up!,"[['Bacardi Limon', 1], ['Coca-Cola', 2]]","[['1 part ', 1], ['2 parts ', 2]]"
City Slicker,2017-09-02 16:42:29,11251,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/dazdlg1504366949.jpg,Cocktail glass,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.","[['Brandy', 1], ['Triple sec', 2], ['Lemon juice', 3]]","[['2 oz ', 1], ['1/2 oz ', 2], ['1 tblsp ', 3]]"
Classic Old-Fashioned,2017-09-02 16:29:33,11145,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/anhof61504366173.jpg,Old-fashioned glass,,"In an old-fashioned glass, muddle the bitters and water into the sugar cube, using the back of a teaspoon. Almost fill the glass with ice cubes and add the bourbon. Garnish with the orange slice and the cherry. Serve with a swizzle stick.","[['Bitters', 1], ['Water', 2], ['Sugar', 3], ['Bourbon', 4], ['Orange', 5], ['Maraschino cherry', 6]]","[['3 dashes ', 1], ['1 tsp ', 2], ['1 ', 3], ['3 oz ', 4], ['1 ', 5], ['1 ', 6]]"
Clove Cocktail,2016-04-28 19:19:39,11255,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qxvtst1461867579.jpg,Cocktail glass,,"Stir all ingredients with ice, strain into a cocktail glass, and serve.","[['Sweet Vermouth', 1], ['Sloe gin', 2], ['Wine', 3]]","[['1 oz ', 1], ['1/2 oz ', 2], ['1/2 oz Muscatel ', 3]]"
Clover Club,2017-09-02 11:38:35,17186,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/t0aja61504348715.jpg,Cocktail glass,Unforgettables,"Dry shake ingredients to emulsify, add ice, shake and served straight up.","[['Gin', 1], ['Grenadine', 2], ['Lemon', 3], ['Egg white', 4]]","[['1 1/2 oz ', 1], ['2 tsp ', 2], ['Juice of 1/2 ', 3], ['1 ', 4]]"
Coffee Liqueur,2015-09-03 05:17:31,12798,Alcoholic,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/ryvtsu1441253851.jpg,Collins Glass,,"Combine coffee, sugar and water. Simmer 1 hour and let cool. Add vanilla and vodka. Age in sealed jar 2 to 3 weeks.","[['Coffee', 1], ['Vanilla extract', 2], ['Sugar', 3], ['Vodka', 4], ['Water', 5]]","[['10 tblsp instant ', 1], ['4 tblsp ', 2], ['2 1/2 cups ', 3], ['1 qt ', 4], ['2 1/2 cups ', 5]]"
Coffee-Vodka,2016-08-31 19:18:14,12800,Alcoholic,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/qvrrvu1472667494.jpg,Collins Glass,,"Boil water and sugar until dissolved. Turn off heat. Slowly add dry instant coffee and continue stirring. Add a chopped vanilla bean to the vodka, then combine the cooled sugar syrup and coffee solution with the vodka. Cover tightly and shake vigorously each day for 3 weeks. Strain and filter. Its also best to let the sugar mixture cool completely so the vodka won't evaporate when its added. If you like a smoother feel to the liqueur you can add about 1 teaspoon of glycerine to the finished product.","[['Water', 1], ['Sugar', 2], ['Coffee', 3], ['Vanilla', 4], ['Vodka', 5], ['Caramel coloring', 6]]","[['2 cups ', 1], ['2 cups white ', 2], ['1/2 cup instant ', 3], ['1/2 ', 4], ['1 1/2 cup ', 5]]"
Coke and Drops,2016-09-01 09:42:47,17108,Non Alcoholic,Soft Drink / Soda,http://www.thecocktaildb.com/images/media/drink/yrtxxp1472719367.jpg,Cocktail glass,,"Take a glass, pour the Coke in the glass, then you take 7 drops of lemon juice. Granish with a lemon slice on the rim of the glass.","[['Coca-Cola', 1], ['Lemon juice', 2]]","[['1 dl ', 1], ['7 drops ', 2]]"
Cosmopolitan,2017-09-02 17:06:02,17196,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/kpsajh1504368362.jpg,Cocktail glass,Contemporary Classics,Add all ingredients into cocktail shaker filled with ice. Shake well and double strain into large cocktail glass. Garnish with lime wheel.,"[['Absolut Citron', 1], ['Lime juice', 2], ['Cointreau', 3], ['Cranberry juice', 4]]","[['1 1/4 oz ', 1], ['1/4 oz ', 2], ['1/4 oz ', 3], ['1/4 cup ', 4]]"
Cosmopolitan Martini,2015-08-18 15:19:40,14133,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/upxxpq1439907580.jpg,Cocktail Glass,,"Pour all ingredients in mixing glass half filled with ice, shake and strain into chilled Martini glass.","[['Cointreau', 1], ['Vodka', 2], ['Lime', 3], ['Cranberry juice', 4]]","[['1/2 oz ', 1], ['1 oz ', 2], ['Juice of 1/2 ', 3], ['1 splash ', 4]]"
Cranberry Cordial,2016-08-31 19:16:32,12802,Alcoholic,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/qtspsx1472667392.jpg,Collins Glass,,"Place the chopped cranberries in a 2 liter jar that has a tight-fitting lid. Add the sugar and rum. Adjust the lid securely and place the jar in a cool, dark place. Invert the jar and shake it every day for six weeks. Strain the cordial into bottles and seal with corks.","[['Cranberries', 1], ['Sugar', 2], ['Light rum', 3]]","[['1/2 kg chopped ', 1], ['3/4 L ', 2], ['1/2 L ', 3]]"
Cranberry Punch,2017-09-02 22:54:08,12890,Non Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/mzgaqu1504389248.jpg,Punch Bowl,,"Combine first four ingredients. Stir until sugar is dissolved, chill. Then add ginger ale just before serving. Add ice ring to keep punch cold.","[['Cranberry juice', 1], ['Sugar', 2], ['Pineapple juice', 3], ['Almond flavoring', 4], ['Ginger ale', 5]]","[['4 cups ', 1], ['1 1/2 cup ', 2], ['4 cups ', 3], ['1 tblsp ', 4], ['2 qt ', 5]]"
Cream Soda,2016-11-15 11:29:27,14608,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/yqstxr1479209367.jpg,Highball glass,,Pour 1oz of Spiced Rum into a highball glass with ice. Fill with Ginger Ale.,"[['Spiced rum', 1], ['Ginger ale', 2]]","[['1 oz ', 1]]"
Creme de Menthe,2015-09-03 05:18:38,12808,Alcoholic,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/yxswtp1441253918.jpg,Collins Glass,,Bring sugar and water to a boil and simmer for 10 minutes. Cool. Add the remaining ingredients and stir. Cover and let ripen for 1 month.,"[['Sugar', 1], ['Water', 2], ['Grain alcohol', 3], ['Peppermint extract', 4], ['Food coloring', 5]]","[['8 cups ', 1], ['6 cups ', 2], ['1 pint ', 3], ['1 oz pure ', 4], ['1 tblsp green ', 5]]"
Cuba Libra,2017-09-02 22:44:56,13751,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ck6d0p1504388696.jpg,Highball glass,,Fill tall glass with ice cubes. Add rum. Rub cut edge of lime on rim of glass then squeeze juice into glass. Fill with Coca-Cola. Garnish with lime slice. Enjoy!,"[['Dark rum', 1], ['Lime', 2], ['Coca-Cola', 3], ['Ice', 4]]","[['1-2 shot ', 1], ['Squeeze ', 2], ['Fill with ', 3]]"
Cuba Libre,2016-09-06 23:41:03,11288,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/uuxsrr1473201663.jpg,Highball glass,Contemporary Classics,Build all ingredients in a Collins glass filled with ice. Garnish with lime wedge.,"[['Light rum', 1], ['Lime', 2], ['Coca-Cola', 3]]","[['2 oz ', 1], ['Juice of 1/2 ', 2]]"
Daiquiri,2015-08-18 15:06:37,11291,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/usuuur1439906797.jpg,Cocktail glass,,Pour all ingredients into shaker with ice cubes. Shake well. Strain in chilled cocktail glass.,"[['Light rum', 1], ['Lime', 2], ['Powdered sugar', 3]]","[['1 1/2 oz ', 1], ['Juice of 1/2 ', 2], ['1 tsp ', 3]]"
Damned if you do,2017-08-24 09:58:26,13194,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/ql7bmx1503565106.jpg,Shot glass,,Pour into shot glass. Put in mouth. Repeat as deemed necessary.,"[['Whiskey', 1], ['Hot Damn', 2]]","[['0.75 oz ', 1], ['0.25 oz ', 2]]"
Danbooka,2015-09-03 03:07:55,15409,Alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/vurrxr1441246074.jpg,Coffee Mug,,pour it in and mix it.,"[['Coffee', 1], ['Everclear', 2]]","[['3 parts ', 1], ['1 part ', 2]]"
Dark Caipirinha,2016-08-28 18:40:58,17177,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/uwstrx1472406058.jpg,Highball glass,,"Muddle the sugar into the lime wedges in an old-fashioned glass.
Fill the glass with ice cubes.
Pour the cachaca into the glass.
Stir well.","[['demerara Sugar', 1], ['Lime', 2], ['Cachaca', 3]]","[['2 tsp ', 1], ['1', 2], ['2 1/2 oz', 3]]"
Dark and Stormy,2017-09-02 18:55:05,17211,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/t1tn0s1504374905.jpg,Highball glass,New Era Drinks,In a highball glass filled with ice add 6cl dark rum and top with ginger beer. Garnish with lime wedge.,"[['Dark Rum', 1], ['Ginger Beer', 2]]","[['5 cl', 1], ['10 cl', 2]]"
Darkwood Sling,2016-09-01 09:41:43,14482,Alcoholic,Soft Drink / Soda,http://www.thecocktaildb.com/images/media/drink/sxxsyq1472719303.jpg,Cocktail glass,,"There are many good cherry liqueurs you can use, but I prefere Heering. Add one share of the liqueur. Then you add one share of Soda. For a sour sling use Tonic (most people prefer the drink without Tonic). Afterwards you fill the glass with Orange Juice and ice cubes.","[['Cherry Heering', 1], ['Soda water', 2], ['Orange juice', 3], ['Ice', 4]]","[['1 part ', 1], ['1 part ', 2], ['1 part ', 3], [' cubes\n', 4]]"
Derby,2017-09-02 11:45:56,17187,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/i502ra1504349156.jpg,Cocktail glass,Unforgettables,Pour all ingredients into a mixing glass with ice. Stir. Strain into a cocktail glass. Garnish with a sprig of fresh mint in the drink.,"[['gin', 1], ['Peach Bitters', 2], ['Mint', 3]]","[['6 cl', 1], ['2 dashes', 2], ['2 Fresh leaves', 3]]"
Diesel,2016-02-03 15:20:52,13128,Alcoholic,Beer,http://www.thecocktaildb.com/images/media/drink/sxrrqq1454512852.jpg,Pint glass,,Pour the lager first then add the blackcurrant cordial. Top up with the cider. The colour sholud be very dark approaching the colour of Guiness.,"[['Lager', 1], ['Cider', 2], ['Blackcurrant cordial', 3]]","[['1/2 pint ', 1], ['1/2 pint ', 2], ['1 dash ', 3]]"
Dirty Martini,2017-01-22 11:08:20,17181,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/vcyvpq1485083300.jpg,Cocktail glass,New Era Drinks,"Pour the vodka, dry vermouth and olive brine into a cocktail shaker with a handful of ice and shake well.
Rub the rim of a martini glass with the wedge of lemon.
Strain the contents of the cocktail shaker into the glass and add the olive.
A dirty Martini contains a splash of olive brine or olive juice and is typically garnished with an olive.","[['Vodka', 1], ['Dry Vermouth', 2], ['Olive Brine', 3], ['Lemon', 4], ['Olive', 5]]","[['70ml/2fl oz', 1], ['1 tbsp', 2], ['2 tbsp', 3], ['1 wedge', 4], ['1', 5]]"
Dirty Nipple,2016-04-28 19:01:49,14466,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/vtyqrt1461866508.jpg,Shot glass,,This is a layered shot - the Bailey's must be on top,"[['Kahlua', 1], ['Sambuca', 2], [""Bailey's irish cream"", 3]]",[]
Downshift,2017-08-24 09:38:31,16991,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/y36z8c1503563911.jpg,Hurricane glass,,"Start with the Sprite. Next comes the tequila. After that, add the Minute Maid Fruit Punch, then float the 151. Rocks optional.","[['Fruit punch', 1], ['Sprite', 2], ['Tequila', 3], ['151 proof rum', 4]]","[['2 part ', 1], ['1 part ', 2], ['2 shots ', 3], ['Float Bacardi ', 4]]"
Dragonfly,2017-09-02 22:51:40,11320,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/lnvbip1504389100.jpg,Highball glass,,"In a highball glass almost filled with ice cubes, combine the gin and ginger ale. Stir well. Garnish with the lime wedge.","[['Gin', 1], ['Ginger ale', 2], ['Lime', 3]]","[['1 1/2 oz ', 1], ['4 oz ', 2], ['1 ', 3]]"
Drinking Chocolate,2017-02-20 15:06:13,12736,Non Alcoholic,Cocoa,http://www.thecocktaildb.com/images/media/drink/u6jrdf1487603173.jpg,Coffee mug,,"Heat the cream and milk with the cinnamon and vanilla bean very slowly for 15-20 minutes. (If you don't have any beans add 1-2 tsp of vanilla after heating). Remove the bean and cinnamon. Add the chocolate. Mix until fully melted. Serve topped with some very dense fresh whipped cream. Serves 1-2 depending upon how much of a glutton you are. For a richer chocolate, use 4 oz of milk, 4 oz of cream, 4 oz of chocolate. Serve in coffee mug.","[['Heavy cream', 1], ['Milk', 2], ['Cinnamon', 3], ['Vanilla', 4], ['Chocolate', 5], ['Whipped cream', 6]]","[['2 oz ', 1], ['6-8 oz ', 2], ['1 stick ', 3], ['1 ', 4], ['2 oz finely chopped dark ', 5], ['Fresh ', 6]]"
Dry Rob Roy,,11324,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/typuyq1439456976.jpg,Cocktail glass,,"In a mixing glass half-filled with ice cubes, combine the Scotch and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.","[['Scotch', 1], ['Dry Vermouth', 2], ['Lemon peel', 3]]","[['2 1/2 oz ', 1], ['1 1/2 tsp ', 2], ['1 twist of ', 3]]"
Dubonnet Cocktail,2015-08-13 10:12:27,11326,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xxsuwr1439457147.jpg,Cocktail glass,,Stir all ingredients (except lemon peel) with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.,"[['Dubonnet Rouge', 1], ['Gin', 2], ['Bitters', 3], ['Lemon peel', 4]]","[['1 1/2 oz ', 1], ['3/4 oz ', 2], ['1 dash ', 3], ['1 twist of ', 4]]"
Duchamp's Punch,2017-01-22 11:31:25,17182,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/g51naw1485084685.jpg,Old-fashioned glass,,"Shake all ingredients.
Double strain in a chilled double old fashioned glass with abig ice cube.
Garnish with a couple of lavender sprigs","[['Pisco', 1], ['Lime Juice', 2], ['Pineapple Syrup', 3], ['St. Germain', 4], ['Angostura Bitters', 5], ['Pepper', 6], ['Lavender', 7]]","[['5 cl', 1], ['2.5 cl', 2], ['2.5 cl', 3], ['1.5 cl', 4], ['2 Dashes', 5], ['Pinch', 6], ['2 sprigs', 7]]"
Egg Cream,2017-01-14 21:47:26,12668,Non Alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/mvis731484430445.jpg,Coffee mug,,"Mix syrup and milk in a fountain glass. Add soda water, serve with a straw.","[['Chocolate syrup', 1], ['Milk', 2], ['Soda water', 3]]","[['2 tblsp ', 1], ['6 oz whole ', 2], ['6 oz ', 3]]"
Egg Nog #4,2016-07-18 22:02:27,12910,Optional alcohol,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/wpspsy1468875747.jpg,Punch bowl,,"In a small mixer bowl beat egg yolks till blended. Gradually add 1/4 cup sugar, beating at high speed till thick and lemon colored. Stir in milk, stir in rum, bourbon, vanilla, and salt. Chill thoroughly. Whip cream. Wash beaters well. In a large mixer bowl beat egg whites till soft peaks form. Gradually add remaining 1/4 cup sugar, beating to stiff peaks. Fold yolk mixture and whipped cream into egg whites. Serve immediately. Sprinkle nutmeg over each serving. Serve in a punch bowl or another big bowl. NOTE: For a nonalcoholic eggnog, prepare Eggnog as above, except omit the bourbon and rum and increase the milk to 3 cups.","[['Egg yolk', 1], ['Sugar', 2], ['Milk', 3], ['Light rum', 4], ['Bourbon', 5], ['Vanilla extract', 6], ['Salt', 7], ['Whipping cream', 8], ['Egg white', 9], ['Sugar', 10], ['Nutmeg', 11]]","[['6 ', 1], ['1/4 cup ', 2], ['2 cups ', 3], ['1/2 cup ', 4], ['1/2 cup ', 5], ['1 tsp ', 6], ['1/4 tsp ', 7], ['1 cup ', 8], ['6 ', 9], ['1/4 cup ', 10], ['Ground ', 11]]"
Egg Nog - Healthy,2016-07-18 21:55:08,12916,Optional alcohol,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/qxuppv1468875308.jpg,Collins Glass,,"Whip egg substitute and sugar together, combine with the two kinds of milk, vanilla, and rum. Mix well. Chill over night. Sprinkle with nutmeg. Makes 6 servings.","[['Egg', 1], ['Sugar', 2], ['Condensed milk', 3], ['Milk', 4], ['Vanilla extract', 5], ['Rum', 6], ['Nutmeg', 7]]","[['1/2 cup ', 1], ['3 tblsp ', 2], ['13 oz skimmed ', 3], ['3/4 cup skimmed ', 4], ['1 tsp ', 5], ['1 tsp ', 6]]"
Egg-Nog - Classic Cooked,2016-07-18 21:58:25,12914,Optional alcohol,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/quxsvt1468875505.jpg,Pitcher,,"In large saucepan, beat together eggs, sugar and salt, if desired. Stir in 2 cups of the milk. Cook over low heat, stirring constantly, until mixture is thick enough to coat a metal spoon and reaches 160 degrees F. Remove from heat. Stir in remaining 2 cups milk and vanilla. Cover and regfigerate until thoroughly chilled, several hours or overnight. Just before serving, pour into bowl or pitcher. Garnish or add stir-ins, if desired. Choose 1 or several of: Chocolate curls, cinnamon sticks, extracts of flavorings, flavored brandy or liqueur, fruit juice or nectar, ground nutmeg, maraschino cherries, orange slices, peppermint sticks or candy canes, plain brandy, run or whiskey, sherbet or ice-cream, whipping cream, whipped. Serve immediately.","[['Egg', 1], ['Sugar', 2], ['Salt', 3], ['Milk', 4], ['Vanilla extract', 5]]","[['6 ', 1], ['1/4 cup ', 2], ['1/4 tsp ', 3], ['1 qt ', 4], ['1 tsp ', 5]]"
